,segment_id,scenario_id,risk_down,risk_up,scoring_left,scoring_straight
0,0,34,0.3,0.5,0.33454426838863605,0.0
1,5,78,0.3,0.5,-0.09645116066672103,0.06338574466741755
2,7,11,0.3,0.5,-0.2426339171095424,-0.11959500402235528
3,13,36,0.3,0.5,-0.3974778902048829,0.08001822785416418
4,26,63,0.3,0.5,-0.0015518440381270483,-0.04481381158497544
5,32,39,0.3,0.5,0.49822493715427024,-0.03481625508692335
6,32,62,0.3,0.5,-0.04224023870529924,-0.21132624409925835
7,64,43,0.3,0.5,0.13139843454593794,-0.013767129246267856
8,78,51,0.3,0.5,-0.08865466048937416,-0.09841131070755292
9,82,8,0.3,0.5,0.0,-0.15570499377839764
10,94,67,0.3,0.5,0.064438900849895,0.10021310723061169
11,98,26,0.3,0.5,0.023445161339898164,0.0703398387859647
12,100,49,0.3,0.5,-0.24237960141394982,0.0
13,102,11,0.3,0.5,-0.11080197396187787,-0.014625078856203821
14,103,54,0.3,0.5,0.0,0.021756669695421643
15,111,87,0.3,0.5,-0.019731838900964787,0.15364035680839708
16,119,52,0.3,0.5,0.10670618063640074,0.2989007683090781
17,144,15,0.3,0.5,-0.3436639893739837,-0.12909277755481155
18,146,2,0.3,0.5,-0.10787940361372067,-0.1608399773098174
19,147,46,0.3,0.5,0.10506819320247693,-0.040997485111034036
20,151,57,0.3,0.5,-0.30209315861140357,-0.011260907465785208
21,154,72,0.3,0.5,-0.04232166541236131,-0.013491774492807558
22,154,76,0.3,0.5,0.4014291553037547,-0.011912084214115657
23,162,77,0.3,0.5,-0.47393342161374424,0.0
24,170,1,0.3,0.5,0.18315075100988457,0.13589749984918448
25,171,68,0.3,0.5,-0.06906907295386462,0.2753060630463771
26,174,17,0.3,0.5,0.09325888621618951,0.09888079150672582
27,181,56,0.3,0.5,0.3360329496578819,-0.08933953258842053
28,187,75,0.3,0.5,0.11389730070017066,0.02879158990322482
29,190,8,0.3,0.5,0.07779765304738094,0.03517147957552843
30,193,44,0.3,0.5,0.0,-0.021702598301694593
31,193,56,0.3,0.5,-0.021609900576792827,0.00406333432417211
32,196,52,0.3,0.5,0.11211978284796974,0.08554594624617352
33,202,37,0.3,0.5,0.011129332902309082,0.0
34,209,3,0.3,0.5,0.14060710805678112,0.0
35,217,53,0.3,0.5,0.46064177364229053,-0.06468590779691219
36,220,34,0.3,0.5,-0.17056900895604202,0.0
37,228,55,0.3,0.5,-0.015085343456961315,-0.00979274577136058
38,242,51,0.3,0.5,0.3957402304188599,-0.00657860552567114
39,251,4,0.3,0.5,0.21408429534687934,0.073115386567973
40,266,25,0.3,0.5,-0.05187502541731803,0.0
41,276,30,0.3,0.5,0.0,-0.07352943145829095
42,296,35,0.3,0.5,-0.5167000169602366,-0.2752373091643871
43,303,9,0.3,0.5,-0.12936324537428448,0.0
44,306,30,0.3,0.5,0.030201420405304675,0.07657493655687338
45,306,36,0.3,0.5,0.09021780593406865,-0.046684813432961804
46,307,57,0.3,0.5,-0.19654533948500946,-0.07991609023084288
47,308,11,0.3,0.5,0.4158219660016561,-0.13388338901523114
48,308,53,0.3,0.5,0.12234224605725345,0.049744741421115596
49,313,53,0.3,0.5,-0.12028279233096147,-0.08384916368403811
50,321,59,0.3,0.5,-0.47922132957546093,0.021330635042902175
51,381,3,0.3,0.5,0.27076028609760766,0.009623748087315132
52,396,61,0.3,0.5,0.16478062727616735,0.008255814647063996
53,414,65,0.3,0.5,0.12616810057927566,-0.10543270408618491
54,430,62,0.3,0.5,0.18109329103141922,0.07345241035020549
55,454,67,0.3,0.5,0.0,0.10362793462017197
56,461,54,0.3,0.5,0.06868706481784587,-0.1941498618678396
57,476,56,0.3,0.5,-0.2797559026106281,0.11720807736713652
58,487,12,0.3,0.5,0.03427726645213084,0.0
59,501,42,0.3,0.5,0.13298623218729475,-0.06639107228959713
60,517,34,0.3,0.5,0.051574144173372846,-0.13409643485288752
61,530,57,0.3,0.5,0.13091223464113888,0.05708699568012755
62,542,53,0.3,0.5,-0.15270171811108216,-0.02429441055235101
63,566,52,0.3,0.5,-0.39871774954901507,-0.07790414432144269
64,568,42,0.3,0.5,-0.25076518540356996,-0.08379380177989407
65,572,42,0.3,0.5,0.21789197852481787,0.07054310132539925
66,572,62,0.3,0.5,-0.42893872988032494,-0.041164648724019356
67,573,31,0.3,0.5,-0.17607567606232213,0.132450736659833
68,573,40,0.3,0.5,-0.2320764535792426,0.07170081290536585
69,578,9,0.3,0.5,-0.08036045264739623,0.20045271141395984
70,588,64,0.3,0.5,0.2823902813067943,0.27808352332388137
71,591,21,0.3,0.5,0.024125658006725496,-0.051198467449175375
72,593,36,0.3,0.5,-0.47459561547180384,0.04424597493450422
73,597,29,0.3,0.5,-0.41074060365219,0.05122475056011337
74,615,13,0.3,0.5,-0.02806233664073462,-0.1998730667972907
75,634,52,0.3,0.5,0.16405329361940127,-0.020255857432512996
76,644,40,0.3,0.5,0.142560715857652,-0.038878759844174465
77,660,6,0.3,0.5,-0.1027704049298553,-0.009218772788357687
78,680,36,0.3,0.5,-0.11136533209772909,0.024867434112879075
79,684,40,0.3,0.5,-0.2229409257362972,0.012479104205628562
80,698,43,0.3,0.5,-0.26699332943566534,-0.11419204913905166
81,707,63,0.3,0.5,0.13293876428778822,-0.08537662332688324
82,726,36,0.3,0.5,0.008386780045455252,-0.021411440150532247
83,738,49,0.3,0.5,0.07260972858173141,-0.12034604744362039
84,758,51,0.3,0.5,-0.05066945684822362,0.1026517633990803
85,760,17,0.3,0.5,0.0008164184028785833,0.07393467557262912
86,761,16,0.3,0.5,0.3099813788185755,-0.015175119252735647
87,763,23,0.3,0.5,0.36573625461993303,-0.13653432005264435
88,773,63,0.3,0.5,-0.011863857780328625,0.13827780800263692
89,780,25,0.3,0.5,-0.3362290461024045,0.18772416971829128
90,791,13,0.3,0.5,-0.1686987558357426,-0.051814963904063566
91,807,11,0.3,0.5,0.15777978330137984,0.04820724580222681
92,828,57,0.3,0.5,0.30986365467305516,0.0019259245758829163
93,853,17,0.3,0.5,0.1696466364675928,-0.38891812655891694
94,882,69,0.3,0.5,-0.24048047284407117,-0.1666109419253106
95,888,42,0.3,0.5,-0.054443992681245994,0.2947602237778751
96,937,23,0.3,0.5,0.22070531672880803,-0.06997013489131511
