,segment_id,scenario_id,risk_down,risk_up,scoring_left,scoring_straight
0,0,0,0.3,0.5,0.781483463555072,0.33922956527790954
1,0,1,0.3,0.5,0.6923241152930816,0.7111304950185018
2,0,2,0.3,0.5,0.8236509558517221,0.08874464247937958
3,0,3,0.3,0.5,0.3117105394538917,0.11124707731662785
4,0,4,0.3,0.5,0.7775126824151478,-0.42473966262713836
5,0,5,0.3,0.5,-0.6310552364560418,0.7511352582538112
6,0,6,0.3,0.5,-0.38242397013140433,0.617855681980071
7,0,7,0.3,0.5,0.7348764210556131,0.5946072358988868
8,0,8,0.3,0.5,0.9429333206890403,0.11706731361890986
9,0,9,0.3,0.5,-0.7585592086324636,0.695983567585308
10,0,10,0.3,0.5,-0.13603718589232894,0.1918539692878057
11,0,12,0.3,0.5,-0.13198293160919594,0.2823198669289492
12,0,13,0.3,0.5,-0.38616924100724836,0.4401951709601276
13,0,15,0.3,0.5,-0.35812652645863013,0.24656974191041237
14,0,16,0.3,0.5,-0.8043125267322697,0.4750525815038831
15,0,19,0.3,0.5,-0.04908885330622445,-0.04879016126508847
16,0,20,0.3,0.5,-0.03369313001624788,-0.13915032184480305
17,0,21,0.3,0.5,-0.6337822126838238,0.3723880586954548
18,0,22,0.3,0.5,0.7380629024313854,-0.153315315060707
19,0,23,0.3,0.5,0.9003005969226459,0.6059154430403448
20,0,24,0.3,0.5,0.16448519915724263,-0.1350296224467132
21,0,25,0.3,0.5,0.28761609429425644,-0.09578435589725219
22,0,28,0.3,0.5,-0.3489957933436843,-0.18905000919350484
23,0,30,0.3,0.5,-0.5457224535202652,-0.03040383928326035
24,0,31,0.3,0.5,-0.8329720774178078,-0.6650685149462937
25,0,32,0.3,0.5,0.10875276737045558,0.017412922704114715
26,0,33,0.3,0.5,0.30775262361913747,0.3327644732747111
27,0,34,0.3,0.5,0.6948813135494842,-0.16223406133727405
28,0,35,0.3,0.5,-0.45223085778015526,-0.09837720481661814
29,0,36,0.3,0.5,-0.5846540562236553,0.7544118687205958
30,0,37,0.3,0.5,-0.20333593801451094,-0.2534305339346152
31,0,38,0.3,0.5,0.8607837994583591,0.5922091790430549
32,0,39,0.3,0.5,-0.6965159740948658,0.7107607156719802
33,0,41,0.3,0.5,0.3356668401955589,-0.5765663449812956
34,0,42,0.3,0.5,-0.6555253684068565,0.07374769828659679
35,0,0,0.4,0.6,0.7468834163007477,-0.31945040295010285
36,0,1,0.4,0.6,0.5685326599567383,0.6910585207476714
37,0,2,0.4,0.6,0.7639773578504818,0.7481608763415531
38,0,3,0.4,0.6,-0.16996480222846072,0.12341931753000106
39,0,4,0.4,0.6,-0.7595048528252892,-0.5018370840739605
40,0,5,0.4,0.6,-0.7444515951751224,0.7069292895106023
41,0,6,0.4,0.6,-0.42363656409931766,0.43978913609157544
42,0,7,0.4,0.6,0.7151273366979226,0.6712044177186389
43,0,8,0.4,0.6,0.8538522133844964,0.9081443995153188
44,0,9,0.4,0.6,-0.7561863011440569,0.6000601220212868
45,0,10,0.4,0.6,-0.18213258650265993,0.12146265371817844
46,0,12,0.4,0.6,-0.1266506668606821,0.17900969626969768
47,0,13,0.4,0.6,-0.6212517745361394,0.36426935607994687
48,0,15,0.4,0.6,-0.787315795666982,0.2961577794416177
49,0,16,0.4,0.6,-0.1618808577393044,0.546033119294889
50,0,19,0.4,0.6,0.1321873572970979,-0.0158201075142696
51,0,20,0.4,0.6,0.04144539946559377,0.18692954073838497
52,0,21,0.4,0.6,-0.3512201911646856,0.2303933811295287
53,0,22,0.4,0.6,0.6935234073756726,-0.5231207446424876
54,0,23,0.4,0.6,0.9620031985232987,0.9392675035305355
55,0,24,0.4,0.6,0.6957801207352429,0.22511558812666918
56,0,25,0.4,0.6,-0.21459173162624112,-0.11586726972120417
57,0,28,0.4,0.6,-0.06937342370226339,0.32382052691036184
58,0,30,0.4,0.6,-0.5770899282199796,-0.10304440796026752
59,0,31,0.4,0.6,-0.9315564462744581,-0.4151827007365467
60,0,32,0.4,0.6,0.2391948089634255,-0.06955944765678093
61,0,33,0.4,0.6,-0.2281072491283083,0.26816918188949296
62,0,34,0.4,0.6,0.36078039027457265,-0.35565971444885736
63,0,35,0.4,0.6,-0.8513538003037934,0.1374887063223058
64,0,36,0.4,0.6,0.30776225095581744,0.6382726315726908
65,0,37,0.4,0.6,-0.3563165101902975,0.016482578177578724
66,0,38,0.4,0.6,0.8521836243211122,0.789511319536588
67,0,39,0.4,0.6,-0.7623811099149101,0.7059370981746435
68,0,41,0.4,0.6,0.675808693116665,-0.6206683929539819
69,0,42,0.4,0.6,-0.05874221566911369,-0.041522680524405164
70,0,0,0.6,0.8,0.5374199195531947,-0.5749362454160039
71,0,1,0.6,0.8,0.7010213270611836,0.6980394368474514
72,0,2,0.6,0.8,0.7817460590018508,0.7501037339939032
73,0,3,0.6,0.8,0.10238578748320876,0.17058541574647776
74,0,4,0.6,0.8,-0.49652006894185213,-0.8089881900224922
75,0,5,0.6,0.8,0.7748600154116326,0.6267214296304847
